id;question;answer;unit;category;answer_type
1762;W którym roku odbyło się pierwsze lądowanie człowieka na Księżycu?;1969.0;rok;historia;fakt
1763;W którym roku ukazała się powieść „Frankenstein” Mary Shelley (pierwsze wydanie)?;1818.0;rok;historia;fakt
1764;Jaka liczba występuje w tytule film „12 lat niewolnikiem”?;12.0;liczba;popkultura/tytuły;fakt
1765;W którym roku zakończyła się wyprawa Magellana (powrót, około)?;1522.0;rok;historia;około
1766;Ile książek liczy główny cykl „Harry Potter”?;7.0;szt.;popkultura/książki;fakt
1767;Jaka liczba występuje w tytule film „1776”?;1776.0;liczba;popkultura/tytuły;fakt
1768;Ile wynosi 33.3% z 300?;99.9;jedn.;konwersje/procenty;wyliczone(≈)
1769;W którym roku rozpoczęła się dynastia Jagiellonów w Polsce (objęcie tronu przez Jagiełłę)?;1386.0;rok;historia;fakt
1770;Ile sekund trwa 7 minut?;420.0;s;konwersje/czas;wyliczone(≈)
1771;Ile litery ma alfabet rosyjski (cyrylica)?;33.0;szt.;język;fakt
1772;Ile herców ma standardowa sieć energetyczna w Europie?;50.0;Hz;technologia/elektryka;fakt
1773;Ile wynosi 10% z 500?;50.0;jedn.;konwersje/procenty;wyliczone(≈)
1774;W którym roku miała premierę pierwsza książka „Wiedźmin” (tom opowiadań w książce, około)?;1993.0;rok;historia;około
1775;Ile części ma trylogia filmowa?;3.0;szt.;popkultura/film;fakt
1776;Ile nut ma gama durowa (w jednym przebiegu)?;7.0;szt.;muzyka;umownie
1777;Ile stopni ma temperatura w biurze zimą (w przybliżeniu)?;21.0;°C;codzienne;typowo
1778;Ile państw jest w Unii Europejskiej (po Brexicie)?;27.0;państw;świat/społeczeństwo;stan(2025)
1779;Ile dni ma 6 tygodnie?;42.0;dni;konwersje/czas;wyliczone(≈)
1780;Jaka liczba występuje w tytule serial „Siedem życzeń”?;7.0;liczba;popkultura/tytuły;fakt
1781;Jaka liczba występuje w tytule film „Ocean's Thirteen”?;13.0;liczba;popkultura/tytuły;fakt
1782;Ile minut trwa typowa przerwa między lekcjami w szkole?;10.0;min;świat/społeczeństwo;typowo
1783;Do ilu punktów gra się set w siatkówce (zwykle)?;25.0;pkt;sport/siatkówka;fakt
1784;Ile sekund trwa minuta?;60.0;s;czas;fakt
1785;Ile kwartałów ma rok?;4.0;szt.;czas/biznes;fakt
1786;Ile litrów to 150 ml?;0.15;l;konwersje/objętość;wyliczone(≈)
1787;Ile razy na minutę mruga człowiek (w przybliżeniu)?;15.0;razy/min;człowiek;typowo
1788;Ile minut trwa typowe przygotowanie kawy z ekspresu (w przybliżeniu)?;2.0;min;codzienne;typowo
1789;Ile mililitrów to 1 l?;1000.0;ml;konwersje/objętość;wyliczone(≈)
1790;Ile lat trwa kadencja prezydenta USA?;4.0;lata;świat/polityka;fakt
1791;Ile klatek na sekundę ma typowy sygnał TV w Europie (w przybliżeniu)?;25.0;fps;media/technologia;typowo
1792;Jaka liczba występuje w tytule piosenka „99 Luftballons”?;99.0;liczba;popkultura/tytuły;fakt
1793;Ile godzin ma 3 tygodnie?;504.0;h;konwersje/czas;wyliczone(≈)
1794;Ile sekund trwa 60 minut?;3600.0;s;konwersje/czas;wyliczone(≈)
1795;Ile metrów to 0.75 km?;750.0;m;konwersje/dystans;wyliczone(≈)
1796;Ile cyfr ma system dziesiętny (ile symboli)?;10.0;szt.;technologia;fakt
1797;Ile kół ma motocykl?;2.0;szt.;codzienne/ciekawostki;umownie
1798;Ile palców ma człowiek u dłoni?;5.0;szt.;człowiek;fakt
1799;Ile miesięcy ma kalendarz?;12.0;szt.;codzienne/ciekawostki;umownie
1800;Ile cylindrów ma typowy silnik V6?;6.0;szt.;technologia/motoryzacja;fakt
1801;Ile cyfr ma kod pocztowy w Polsce?;5.0;cyfr;codzienne;fakt
1802;Na jakiej wysokości jest obręcz kosza (standard)?;3.05;m;sport/koszykówka;fakt
1803;Ile pasm (stripes) ma flaga USA?;13.0;szt.;geografia/symbole;fakt
1804;Ile liter ma słowo „supercalifragilisticexpialidocious”?;34.0;liter;język/popkultura;fakt
1805;Ile komór ma serce ryby (w przybliżeniu)?;2.0;szt.;natura/zwierzęta;około
1806;Ile jeźdźców apokalipsy jest w tradycji chrześcijańskiej?;4.0;szt.;kultura/religia;fakt
1807;Ile wynosi 5% z 1000?;50.0;jedn.;konwersje/procenty;wyliczone(≈)
1808;Ile stron ma typowa umowa najmu mieszkania (w przybliżeniu)?;10.0;str.;świat/społeczeństwo;typowo
1809;W którym roku miał premierę film „Titanic” (Camerona)?;1997.0;rok;historia;fakt
1810;Jaka jest maksymalna/przybliżona prędkość sokół wędrowny (w locie nurkowym)?;320.0;km/h;natura/zwierzęta;około
1811;W którym roku odbył się pierwszy lot w kosmos wahadłowca (Columbia STS-1)?;1981.0;rok;historia;fakt
1812;Jaka liczba występuje w tytule film „10 000 BC”?;10000.0;liczba;popkultura/tytuły;fakt
1813;Ile kontynentów zwykle wyróżnia się na Ziemi?;7.0;szt.;geografia;umownie
1814;Ile oceanów ma Ziemia (umownie)?;5.0;oceanów;geografia;umownie
1815;Ile mililitrów to 1.5 l?;1500.0;ml;konwersje/objętość;wyliczone(≈)
1816;Jaka jest maksymalna/przybliżona prędkość gepard?;110.0;km/h;natura/zwierzęta;około
1817;Ile dni ma listopad?;30.0;dni;czas;fakt
1818;Jaka liczba występuje w tytule film „2001 maniaków”?;2001.0;liczba;popkultura/tytuły;fakt
1819;Ile lat żyje sokół wędrowny (w locie nurkowym) (w przybliżeniu)?;15.0;lat;natura/zwierzęta;około
1820;Ile sekund trwa 5 minut?;300.0;s;konwersje/czas;wyliczone(≈)
1821;Ile bitów ma standardowy kolor w RGB565?;16.0;bit;technologia/grafika;fakt
1822;W którym roku powstała firma SpaceX?;2002.0;rok;historia;fakt
1823;Ile wynosi 50% z 50?;25.0;jedn.;konwersje/procenty;wyliczone(≈)
1824;Jaka jest maksymalna/przybliżona prędkość kangur?;70.0;km/h;natura/zwierzęta;około
1825;Ile sekund trwa 2 minut?;120.0;s;konwersje/czas;wyliczone(≈)
1826;Ile metrów to 15.5 km?;15500.0;m;konwersje/dystans;wyliczone(≈)
1827;Ile nut ma oktawa w skali diatonicznej (do–do)?;8.0;szt.;muzyka;umownie
1828;W którym roku miało miejsce trzęsienie ziemi i tsunami w Japonii (Fukushima)?;2011.0;rok;historia;fakt
1829;Ile minut przed odlotem zwykle zamyka się bramkę (w przybliżeniu)?;15.0;min;podróże;typowo
1830;Ile wynosi 12.5% z 250?;31.25;jedn.;konwersje/procenty;wyliczone(≈)
1831;Ile milisekund ma 1 sekunda?;1000.0;ms;technologia/czas;fakt
1832;Ile milimetrów to 2 m?;2000.0;mm;konwersje/dystans;wyliczone(≈)
1833;W którym roku runął Mur Berliński?;1989.0;rok;historia;fakt
1834;Ile sekund to jedna minuta (dla komputera i człowieka)?;60.0;s;technologia/czas;fakt
1835;Ile gramów to 20 kg?;20000.0;g;konwersje/masa;wyliczone(≈)
1836;Ile overów ma typowy mecz krykieta T20 (na drużynę)?;20.0;overów;sport/cricket;fakt
1837;Ile znaków ma limit tweeta na Twitter/X (obecnie klasycznie)?;280.0;znaków;media/technologia;stan(2025)
1838;Ile wierzchołków ma oktaedr?;6.0;wierzchołków;ciekawostki/geometria;fakt
1839;Ile lat żyje tygrys (w przybliżeniu)?;15.0;lat;natura/zwierzęta;około
1840;Jaka liczba występuje w tytule film „47 metrów”?;47.0;liczba;popkultura/tytuły;fakt
1841;Ile strun ma standardowy bas?;4.0;strun;muzyka;fakt
1842;Ile znaków ma hasło 8‑znakowe?;8.0;znaków;technologia/bezpieczeństwo;fakt
1843;Ile królów (mędrców) jest w tradycji bożonarodzeniowej?;3.0;szt.;kultura/religia;umownie
1844;Ile okien ma standardowa kostka Rubika 3x3 (małych „kostek” na zewnątrz)?;54.0;szt.;gry;wyliczone(≈)
1845;Jaka liczba występuje w tytule film „Ocean's Twelve”?;12.0;liczba;popkultura/tytuły;fakt
1846;Ile minut ma pół godziny?;30.0;min;czas/ciekawostki;fakt
1847;Ile cyfr ma system binarny (ile symboli)?;2.0;szt.;technologia;fakt
1848;Jaka liczba występuje w tytule serial „13 powodów”?;13.0;liczba;popkultura/tytuły;fakt
1849;Ile lat żyje królik (w przybliżeniu)?;8.0;lat;natura/zwierzęta;około
1850;Ile ludzi chodziło po Księżycu?;12.0;osób;kosmos;fakt
1851;Ile znaków ma format UUID (z myślnikami)?;36.0;znaków;technologia;fakt
1852;Ile znaków ma heksadecymalny zapis słowa 16‑bit (0000–FFFF)?;4.0;znaki;technologia;fakt
1853;Ile wersów ma sonet (klasycznie)?;14.0;wersów;kultura/literatura;fakt
1854;Ile sekund trwa 24 godziny?;86400.0;s;konwersje/czas;wyliczone(≈)
1855;Ile sekund trwa 90 minut?;5400.0;s;konwersje/czas;wyliczone(≈)
1856;Ile lat żyje żaba (w przybliżeniu)?;10.0;lat;natura/zwierzęta;około
1857;Ile ścian ma ikozaedr?;20.0;ścian;ciekawostki/geometria;fakt
1858;Ile stron ma typowy rozdział w powieści (w przybliżeniu)?;15.0;str.;kultura/książki;typowo
1859;W którym roku powstała pierwsza drukowana gazeta (około)?;1605.0;rok;historia;około
1860;Ile bajtów ma mebibajt (MiB)?;1048576.0;B;technologia;fakt
1861;Ile godzin ma rok (365 dni) w przybliżeniu?;8760.0;h;czas;wyliczone(≈)
1862;Ile kół ma trójkołowiec?;3.0;szt.;codzienne/ciekawostki;umownie
1863;W którym roku powstał standard Wi‑Fi 802.11 (pierwszy, około)?;1997.0;rok;historia;około
1864;Ile centymetrów to 10 m?;1000.0;cm;konwersje/dystans;wyliczone(≈)
1865;Ile żeber ma człowiek (łącznie)?;24.0;szt.;człowiek;fakt
1866;Ile dzieci miał król/królowa w bajce „Królewna Śnieżka” (zwykle jedna)?;1.0;dziecko;popkultura/bajki;umownie
1867;Ile półtonów jest w oktawie?;12.0;szt.;muzyka;fakt
1868;Ile kilogramów to 50 g?;0.05;kg;konwersje/masa;wyliczone(≈)
1869;Ile członków miała klasyczna Drużyna Pierścienia?;9.0;osób;popkultura/fantasy;fakt
1870;Ile minut trwa 16 godziny?;960.0;min;konwersje/czas;wyliczone(≈)
1871;Ile herców ma standardowa sieć energetyczna w USA?;60.0;Hz;technologia/elektryka;fakt
1872;Ile życzeń spełnia zwykle dżin w klasycznej opowieści?;3.0;szt.;popkultura/bajki;umownie
1873;Ile amperów ma ładowarka 5V/2A?;2.0;A;technologia/elektryka;fakt
1874;Ile minut trwa typowy odcinek serialu dramatycznego (bez reklam, w przybliżeniu)?;45.0;min;popkultura/seriale;typowo
1875;Jaka jest maksymalna/przybliżona prędkość gołąb?;90.0;km/h;natura/zwierzęta;około
1876;Ile symboli ma system szesnastkowy (0–9 i A–F)?;16.0;szt.;technologia;fakt
1877;Jaka liczba występuje w tytule film „17 Again”?;17.0;liczba;popkultura/tytuły;fakt
1878;Ile kilogramów to 750 g?;0.75;kg;konwersje/masa;wyliczone(≈)
1879;Ile cali ma stopa?;12.0;cale;jednostki;fakt
1880;Jaka liczba występuje w tytule film „12 małp”?;12.0;liczba;popkultura/tytuły;fakt
1881;W którym roku powstał telegraf (Morse, około)?;1837.0;rok;historia;około
1882;Jaka jest maksymalna/przybliżona prędkość kameleon?;2.0;km/h;natura/zwierzęta;około
1883;Ile boków ma dziewięciokąt?;9.0;boków;ciekawostki/geometria;fakt
1884;Ile sekund ma pół godziny?;1800.0;s;czas/ciekawostki;wyliczone(≈)
1885;Ile różnych cyfr używa sudoku 9×9?;9.0;cyfr;gry/logika;fakt
1886;Ile setów gra się w meczu tenisa stołowego w turniejach (często do 4 wygranych)?;7.0;setów;sport/tenis stołowy;typowo
1887;Ile litery ma alfabet polski (zwykle licząc ą, ć, …)?;32.0;szt.;język;umownie
1888;Ile wynosi 20% z 200?;40.0;jedn.;konwersje/procenty;wyliczone(≈)
1889;W którym roku miała miejsce katastrofa promu Columbia?;2003.0;rok;historia;fakt
1890;Ile wynosi 10% z 20?;2.0;jedn.;konwersje/procenty;wyliczone(≈)
1891;Ile metrów ma bieg na 5000 m?;5000.0;m;sport/lekkoatletyka;fakt
1892;Jaka liczba występuje w tytule film „1984”?;1984.0;liczba;popkultura/tytuły;fakt
1893;Ile godzin ma 3 dni?;72.0;h;konwersje/czas;wyliczone(≈)
1894;W którym roku zakończyła się wojna secesyjna w USA?;1865.0;rok;historia;fakt
1895;Ile sekund trwa 20 minut?;1200.0;s;konwersje/czas;wyliczone(≈)
1896;Ile punktów ma maksymalny wynik z trzech lotek (trzy razy 60)?;180.0;pkt;sport/dart;wyliczone(≈)
1897;Ile tygodni ma kwartał (w przybliżeniu)?;13.0;tyg.;czas/biznes;około
1898;Ile razy trzeba rzucić monetą, żeby oczekiwać około 1 orła? (w przybliżeniu);2.0;rzuty;gry/logika;około
1899;Ile sekund trwa 11 minut?;660.0;s;konwersje/czas;wyliczone(≈)
1900;Ile czarnych pól ma plansza 8×8?;32.0;pól;gry/logika;wyliczone(≈)
1901;Ile bitów ma kolor w trybie RGB (8 bitów na kanał, 3 kanały)?;24.0;bit;technologia/grafika;wyliczone(≈)
1902;Jaka liczba występuje w tytule film „50 pierwszych randek”?;50.0;liczba;popkultura/tytuły;fakt
1903;Ile klawiszy ma typowy blok numeryczny (numpad) na klawiaturze PC?;17.0;szt.;technologia;typowo
1904;Ile wynosi 90% z 300?;270.0;jedn.;konwersje/procenty;wyliczone(≈)
1905;Ile metrów to 2 km?;2000.0;m;konwersje/dystans;wyliczone(≈)
1906;Ile papierosów jest w standardowej paczce?;20.0;szt.;świat/codzienne;typowo
1907;Ile tygodni trwa ciąża człowieka (w przybliżeniu)?;40.0;tyg.;człowiek;około
1908;Ile księżyców ma Ziemia?;1.0;szt.;kosmos;fakt
1909;Ile miesięcy ma 2 lata?;24.0;mies.;czas;wyliczone(≈)
1910;W którym roku wynaleziono proch strzelniczy w Chinach (około)?;900.0;rok;historia;około
1911;W którym roku zaprezentowano pierwsze PlayStation (premiera w Japonii)?;1994.0;rok;historia;fakt
1912;Ile strun ma typowa harfa koncertowa?;47.0;strun;muzyka;typowo
1913;Jaka liczba występuje w tytule film „Dziewiąte wrota”?;9.0;liczba;popkultura/tytuły;fakt
1914;Ile kości ma dorosły człowiek (w przybliżeniu)?;206.0;szt.;człowiek;fakt
1915;Ile litrów to 50 ml?;0.05;l;konwersje/objętość;wyliczone(≈)
1916;Ile wynosi 25% z 100?;25.0;jedn.;konwersje/procenty;wyliczone(≈)
1917;W którym roku powstał Facebook (uruchomienie serwisu)?;2004.0;rok;historia;fakt
1918;Ile kropek ma podstawowa komórka pisma Braille’a?;6.0;kropek;język/ciekawostki;fakt
1919;Jaka jest maksymalna/przybliżona prędkość kura?;14.0;km/h;natura/zwierzęta;około
1920;Ile sekund trwa typowa reklama w TV?;30.0;s;media;typowo
1921;Ile sekund trwa typowe odblokowanie telefonu (w przybliżeniu)?;2.0;s;codzienne;typowo
1922;Ile metrów ma bieg na 1500 m?;1500.0;m;sport/lekkoatletyka;fakt
1923;Ile boków ma trójkąt?;3.0;boków;ciekawostki/geometria;fakt
1924;Ile kanałów ma Wi‑Fi 5 GHz (bardzo zależy od kraju) – w przybliżeniu?;24.0;kanałów;technologia/sieci;około
1925;Ile mililitrów ma typowy kufel piwa?;500.0;ml;kuchnia/napoje;typowo
1926;Ile metrów ma basen „krótki” (standard)?;25.0;m;sport/pływanie;fakt
1927;W którym roku upadło Cesarstwo Zachodniorzymskie (tradycyjnie)?;476.0;rok;historia;fakt
1928;Ile minut ma 30 dni?;43200.0;min;konwersje/czas;wyliczone(≈)
1929;Ile minut trwa typowa przerwa obiadowa w pracy (w przybliżeniu)?;30.0;min;świat/społeczeństwo;typowo
1930;Ile wynosi 5% z 100?;5.0;jedn.;konwersje/procenty;wyliczone(≈)
1931;Ile pikseli ma zdjęcie 1920×1080 (Full HD)?;2073600.0;pikseli;technologia/grafika;wyliczone(≈)
1932;Ile znaków ma typowa nazwa użytkownika w serwisach (w przybliżeniu)?;8.0;znaków;popkultura/internet;typowo
1933;Ile bajtów ma kibibajt (KiB)?;1024.0;B;technologia;fakt
1934;Ile prowincji ma Kanada?;10.0;szt.;geografia;fakt
1935;Ile sekund trwa limit czasu na akcję w koszykówce (shot clock)?;24.0;s;sport/koszykówka;fakt
1936;Ile paragrafów ma typowy regulamin (w przybliżeniu)?;50.0;par.;świat/społeczeństwo;typowo
1937;Ile odcinków ma typowy dłuższy sezon anime (2 cour)?;24.0;odc.;popkultura/anime;typowo
1938;Ile sekund trwa 1 milisekunda? (w sekundach);0.001;s;jednostki;fakt
1939;Ile kombinacji ma 4‑cyfrowy PIN (0000–9999)?;10000.0;kombinacji;technologia/bezpieczeństwo;wyliczone(≈)
1940;Ile wzgórz ma „siedmiowzgórzowy Rzym”?;7.0;szt.;kultura/historia;umownie
1941;Ile jardów ma mila (angielska)?;1760.0;jardów;jednostki;fakt
1942;Ile par skrętek ma kabel Ethernet?;4.0;pary;technologia/sieci;fakt
1943;Ile klap ma saksofon (w przybliżeniu)?;20.0;szt.;muzyka/ciekawostki;typowo
1944;Ile metrów ma boisko do siatkówki (szerokość)?;9.0;m;sport/siatkówka;fakt
1945;Ile tygodni ma typowy rok szkolny (w przybliżeniu)?;36.0;tyg.;świat/społeczeństwo;około
1946;Ile dni ma 4 tygodnie?;28.0;dni;konwersje/czas;wyliczone(≈)
1947;W którym roku powstała firma Microsoft?;1975.0;rok;historia;fakt
1948;Ile sekund trwa typowe „mrugnięcie okiem” (w przybliżeniu)?;0.3;s;człowiek;typowo
1949;Ile pionków ma gracz w chińczyku (typowo)?;4.0;pionki;gry/planszowe;typowo
1950;W którym roku miał premierę film „Król Lew” (animacja Disneya)?;1994.0;rok;historia;fakt
1951;Ile małych kostek (cubies) ma kostka Rubika 3x3?;26.0;szt.;gry;fakt
1952;Ile metrów ma wysokość bramki piłkarskiej?;2.44;m;sport/piłka nożna;fakt
1953;Ile bitów ma skrót SHA‑1?;160.0;bit;technologia/bezpieczeństwo;fakt
1954;Jaka jest maksymalna/przybliżona prędkość antylopa?;80.0;km/h;natura/zwierzęta;około
1955;Ile lat żyje ważka (w przybliżeniu)?;0.5;lat;natura/zwierzęta;około
1956;W którym roku wydano pierwszą wersję Minecraft (pełne wydanie)?;2011.0;rok;historia;fakt
1957;Jaka jest maksymalna/przybliżona prędkość orzeł?;160.0;km/h;natura/zwierzęta;około
1958;Ile minut ma 2 dni?;2880.0;min;konwersje/czas;wyliczone(≈)
1959;Ile zer ma liczba 1 000 000?;6.0;zer;matematyka;fakt
1960;Ile łap ma pająk?;8.0;szt.;natura/zwierzęta;fakt
1961;Ile lat ma dekada?;10.0;lat;czas;fakt
1962;Ile milimetrów ma 1 centymetr?;10.0;mm;jednostki;fakt
1963;Ile metrów ma bieżnia na jedno okrążenie (tor 1)?;400.0;m;sport;fakt
1964;Ile metrów ma wysokość siatki w tenisie (przy słupkach)?;1.07;m;sport/tenis;fakt
1965;Ile bajtów ma jeden oktet?;1.0;B;technologia;fakt
1966;Jaka liczba występuje w tytule książka „Trzecia fala”?;3.0;liczba;popkultura/tytuły;fakt
1967;Ile cylindrów ma typowy silnik V8?;8.0;szt.;technologia/motoryzacja;fakt
1968;W którym roku rozpoczęto budowę Wielkiego Muru Chińskiego (najstarsze odcinki, około)?;700.0;rok p.n.e. (≈);historia;około
1969;Ile lat żyje wydra (w przybliżeniu)?;10.0;lat;natura/zwierzęta;około
1970;Ile punktów ma maksymalny rzut w darcie (3×20)?;60.0;pkt;sport/dart;fakt
1971;Ile strony ma moneta?;2.0;szt.;codzienne/ciekawostki;umownie
1972;Ile rzutów potrzeba na perfekcyjne 501 w darcie (9-darter)?;9.0;rzutów;sport;fakt
1973;Ile lat ma osoba pełnoletnia w większości krajów (typowo)?;18.0;lat;świat/społeczeństwo;typowo
1974;Ile komór ma serce płaza (w przybliżeniu)?;3.0;szt.;natura/zwierzęta;około
1975;Ile pól ma standardowa plansza do warcabów (8×8)?;64.0;pól;gry/logika;fakt
1976;Ile dni ma 1 tygodnie?;7.0;dni;konwersje/czas;wyliczone(≈)
1977;Jaka liczba występuje w tytule film „Drugi obieg”?;2.0;liczba;popkultura/tytuły;fakt
1978;Ile metrów ma basen olimpijski?;50.0;m;sport/pływanie;fakt
1979;Ile lat żyje żółw lądowy (w przybliżeniu)?;80.0;lat;natura/zwierzęta;około
1980;Jaka jest maksymalna/przybliżona prędkość łoś?;55.0;km/h;natura/zwierzęta;około
1981;Ile stopni ma kąt półpełny?;180.0;°;matematyka;fakt
1982;Ile godzin dziennie spędza przeciętny człowiek w internecie (w przybliżeniu)?;6.0;h;świat/społeczeństwo;około
1983;Ile chromosomów ma człowiek (w komórkach somatycznych)?;46.0;szt.;człowiek/biologia;fakt
1984;Ile gramów ma jedna łyżka cukru (w przybliżeniu)?;12.0;g;kuchnia;typowo
1985;Jaka jest maksymalna/przybliżona prędkość zając?;70.0;km/h;natura/zwierzęta;około
1986;Ile mikrosekund jest w sekundzie?;1000000.0;µs;technologia/czas;fakt
1987;W którym roku odbył się pierwszy lot Concorde (pierwszy lot próbny)?;1969.0;rok;historia;fakt
1988;Ile litrów ma typowa butelka mleka w sklepie?;1.0;l;kuchnia;typowo
1989;Ile lat żyje kot domowy (w przybliżeniu)?;15.0;lat;natura/zwierzęta;około
1990;Ile godzin ma miesiąc 30‑dniowy (w przybliżeniu)?;720.0;h;czas;wyliczone(≈)
1991;W którym roku miała miejsce rewolucja październikowa (wg kalendarza gregoriańskiego)?;1917.0;rok;historia;fakt
1992;Jaka liczba występuje w tytule film „Ocean's Eleven”?;11.0;liczba;popkultura/tytuły;fakt
1993;Ilu zawodników jest na boisku w futbolu amerykańskim (jedna drużyna naraz)?;11.0;osób;sport/futbol amerykański;fakt
1994;Ile minut trwa 10 godziny?;600.0;min;konwersje/czas;wyliczone(≈)
1995;Ile bajtów na sekundę to 1 MB/s (w uproszczeniu dziesiętnym)?;1000000.0;B/s;technologia/sieci;umownie
1996;Ile dni trwa tydzień kalendarzowy?;7.0;dni;czas;fakt
1997;Ile centymetrów ma cal?;2.54;cm;jednostki;fakt
1998;W którym roku wynaleziono żarówkę (Edison, około)?;1879.0;rok;historia;około
1999;Ile hetmanów ma jedna strona w szachach na starcie?;1.0;szt.;gry/szachy;fakt
2000;Jaka liczba występuje w tytule film „300: Początek imperium”?;300.0;liczba;popkultura/tytuły;fakt
